u1,u2,u3,y,ysp
13.64,0.55,16.6,9.7777,7.8463
12.973,0.55,16.6,9.6928,7.8463
13.42,0.55,16.6,9.5087,7.8463
14.218,0.55,16.6,9.2237,7.8463
15.107,0.55,16.6,8.7694,7.8463
15.874,0.55,16.6,8.025,7.8463
16.369,0.55,16.6,7.6795,7.8463
16.612,0.55,16.6,7.5949,7.8463
16.678,0.55,16.6,7.6052,7.8463
16.647,0.55,16.6,7.6565,7.8463
16.58,0.55,16.6,7.7192,7.8463
16.514,0.55,16.6,7.7742,7.8463
16.466,0.55,16.6,7.8114,7.8463
16.44,0.55,16.6,7.8302,7.8463
16.429,0.55,16.6,7.8356,7.8463
16.43,0.55,16.6,7.8338,7.8463
16.435,0.55,16.6,7.8298,7.8463
16.441,0.55,16.6,7.8264,7.8463
16.446,0.55,16.6,7.8246,7.8463
16.45,0.55,16.6,7.8245,7.8463
16.451,0.55,16.6,7.8256,7.8463
16.452,0.55,16.6,7.8274,7.8463
16.452,0.55,16.6,7.8294,7.8463
16.452,0.55,16.6,7.8314,7.8463
16.452,0.55,16.6,7.8332,7.8463
16.452,0.55,16.6,7.8347,7.8463
16.452,0.55,16.6,7.836,7.8463
16.452,0.55,16.6,7.8371,7.8463
16.452,0.55,16.6,7.8381,7.8463
16.452,0.55,16.6,7.8389,7.8463
16.452,0.55,16.6,7.8397,7.8463
16.452,0.55,16.6,7.8404,7.8463
16.452,0.55,16.6,7.8411,7.8463
16.452,0.55,16.6,7.8417,7.8463
16.452,0.55,16.6,7.8422,7.8463
16.452,0.55,16.6,7.8427,7.8463
16.452,0.55,16.6,7.8431,7.8463
16.452,0.55,16.6,7.8435,7.8463
16.452,0.55,16.6,7.8439,7.8463
16.452,0.55,16.6,7.8442,7.8463
16.452,0.55,16.6,7.8445,7.8463
16.452,0.55,16.6,7.8447,7.8463
16.452,0.55,16.6,7.8449,7.8463
16.452,0.55,16.6,7.8451,7.8463
16.452,0.55,16.6,7.8453,7.8463
16.452,0.55,16.6,7.8454,7.8463
17.72,0.55,16.6,7.8456,9.2622
18.297,0.55,16.6,7.8457,9.2622
18.418,0.55,16.6,8.232,9.2622
18.317,0.55,16.6,8.7155,9.2622
18.118,0.55,16.6,8.9787,9.2622
17.897,0.55,16.6,9.1245,9.2622
17.697,0.55,16.6,9.2095,9.2622
17.537,0.55,16.6,9.2583,9.2622
17.422,0.55,16.6,9.284,9.2622
17.349,0.55,16.6,9.2948,9.2622
17.308,0.55,16.6,9.2964,9.2622
17.291,0.55,16.6,9.2928,9.2622
17.29,0.55,16.6,9.2868,9.2622
17.297,0.55,16.6,9.2804,9.2622
17.308,0.55,16.6,9.2745,9.2622
17.319,0.55,16.6,9.2698,9.2622
17.329,0.55,16.6,9.2664,9.2622
17.337,0.55,16.6,9.2642,9.2622
17.342,0.55,16.6,9.263,9.2622
17.345,0.55,16.6,9.2624,9.2622
17.347,0.55,16.6,9.2623,9.2622
17.347,0.55,16.6,9.2624,9.2622
17.347,0.55,16.6,9.2627,9.2622
17.346,0.55,16.6,9.2629,9.2622
17.346,0.55,16.6,9.2631,9.2622
17.345,0.55,16.6,9.2632,9.2622
17.344,0.55,16.6,9.2633,9.2622
17.344,0.55,16.6,9.2633,9.2622
17.343,0.55,16.6,9.2632,9.2622
17.343,0.55,16.6,9.2631,9.2622
17.343,0.55,16.6,9.263,9.2622
17.343,0.55,16.6,9.263,9.2622
15.55,0.55,16.6,9.2629,9.2622
