t,y,yref
2070,9.4941,8.822
2080,9.4985,8.8584
2090,9.5016,8.8839
2100,9.5039,8.903
2110,9.5057,8.9181
2120,9.5072,8.9304
2130,9.5083,8.9405
2140,9.5093,8.9489
2150,9.5101,8.956
2160,9.5108,8.9621
2170,9.5114,8.9672
2180,9.5119,8.9716
2190,9.5123,8.9753
2200,9.5126,8.9785
2210,9.5129,8.9813
2220,9.5132,8.9837
2230,9.5134,8.9858
2240,9.5136,8.9876
2250,9.5137,8.9891
2260,9.5138,8.9905
2270,9.5139,8.9917
2280,9.514,8.9927
2290,9.5141,8.9936
2300,9.5142,8.9944
2310,9.5142,8.9951
2320,9.5143,8.9957
2330,9.5143,8.9962
2340,9.5144,8.9967
2350,9.5144,8.9971
2360,9.5144,8.9974
2370,9.5145,8.9977
2380,9.5145,8.998
2390,9.5145,8.9982
2400,9.5145,8.9984
2410,9.5145,8.9986
2420,9.5145,8.9988
2430,9.5276,9.077
2440,9.5444,9.1564
2450,9.5614,9.2241
2460,9.578,9.2832
2470,9.5951,9.3381
2480,9.6134,9.3917
2490,9.6337,9.4456
2500,9.6564,9.5001
2510,9.6814,9.5545
2520,9.7083,9.6075
2530,9.7363,9.6581
2540,9.7647,9.7051
2550,9.7928,9.7481
2560,9.8197,9.7868
2570,9.8451,9.8211
2580,9.8686,9.8514
2590,9.89,9.8777
2600,9.9092,9.9005
2610,9.9262,9.9201
2620,9.9412,9.9368
2630,9.9541,9.951
2640,9.9652,9.963
2650,9.9746,9.973
2660,9.9825,9.9812
2670,9.9891,9.9881
2680,9.9944,9.9936
2690,9.9987,9.998
2700,10.002,10.002
2710,10.005,10.004
2720,10.007,10.006
2730,10.008,10.008
2740,10.009,10.009
2750,10.01,10.009
2760,10.01,10.01
2770,10.01,10.01
2780,10.01,10.01
2790,10.009,10.01
2800,10.009,10.009
